avg,cuisine,name,price,rank,reviews 
4 ,"American,Vegetarian Friendly,Gluten Free Options",The Wright,$$ - $$$,"#1,877 of 10,387 Restaurants in New York City",162
4 ,"American,Greek,Bar,Gastropub,Vegetarian Friendly",Death Ave,$$ - $$$,"#1,878 of 10,387 Restaurants in New York City",105
4 ,"Mediterranean,European,Wine Bar,Vegetarian Friendly",Balzem,$$ - $$$,"#1,879 of 10,387 Restaurants in New York City",88
5 ,"American,Bar,Pub",Dan and John's Wings,$,"#1,880 of 10,387 Restaurants in New York City",27
4.5 ,"Mediterranean,Middle Eastern,Turkish,Greek,Vegetarian Friendly,Vegan Options",The Hummus & Pita Co.,$,"#1,881 of 10,387 Restaurants in New York City",71
4 ,"Swedish,Scandinavian,Danish,Norwegian,European,Vegetarian Friendly,Gluten Free Options",Smorgas Chef at Scandinavia House,$$ - $$$,"#1,882 of 10,387 Restaurants in New York City",119
4.5 ,"Asian,Thai,Vegetarian Friendly,Vegan Options,Gluten Free Options",Sukhumvit 51,$,"#1,883 of 10,387 Restaurants in New York City",100
4 ,"American,Deli",Mile End delicatessen,$$ - $$$,"#167 of 5,330 Restaurants in Brooklyn",122
4.5 ,"Latin,Cuban,Caribbean,Vegetarian Friendly",Tina's Cuban Cuisine,$,"#1,884 of 10,387 Restaurants in New York City",66
4 ,"Italian,Pizza,Vegetarian Friendly",Famous Famiglia Pizza,$,"#1,885 of 10,387 Restaurants in New York City",125
4.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Avant Garden,$$ - $$$,"#1,886 of 10,387 Restaurants in New York City",70
4.5 ,Seafood,Desnuda,$$ - $$$,"#1,887 of 10,387 Restaurants in New York City",53
4.5 ,"Mediterranean,Greek,Vegetarian Friendly",Milo's Cafe,$$$$,"#1,888 of 10,387 Restaurants in New York City",58
4.5 ,"American,International,Gluten Free Options",The Pembroke Room,$$$$,"#1,889 of 10,387 Restaurants in New York City",76
3.5 ,"Italian,Pizza,Vegetarian Friendly,Vegan Options,Gluten Free Options",Serafina,$$ - $$$,"#1,890 of 10,387 Restaurants in New York City",343
4.5 ,"Italian,Pizza,Vegetarian Friendly,Vegan Options",Georgio's Pizzeria,$,"#1,891 of 10,387 Restaurants in New York City",52
4.5 ,"Asian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Wild Ginger,$$ - $$$,"#168 of 5,330 Restaurants in Brooklyn",43
4 ,"American,Vegetarian Friendly,Gluten Free Options,Vegan Options",Juniper Bar,$$ - $$$,"#1,892 of 10,387 Restaurants in New York City",89
4 ,"American,Cafe,Pizza,Vegetarian Friendly",Oxford Cafe,$,"#1,893 of 10,387 Restaurants in New York City",176
3.5 ,"American,Bar,Vegetarian Friendly,Vegan Options,Gluten Free Options",The Park,$$ - $$$,"#1,894 of 10,387 Restaurants in New York City",529
4 ,"Asian,Korean,Vegetarian Friendly",Han Bat Restaurant,$$ - $$$,"#1,895 of 10,387 Restaurants in New York City",155
4 ,"American,Bar,Pub,Irish",Gossip Bar & Restaurant,$$ - $$$,"#1,896 of 10,387 Restaurants in New York City",138
4.5 ,"Asian,Malaysian,Vegetarian Friendly,Vegan Options",Aux Epices,$$ - $$$,"#1,897 of 10,387 Restaurants in New York City",54
4 ,"Irish,Bar,Pub",Rumours Pub,$$ - $$$,"#1,898 of 10,387 Restaurants in New York City",80
4.5 ,"American,Cafe,Vegetarian Friendly",Tiny's Giant Sandwich Shop,$,"#1,899 of 10,387 Restaurants in New York City",76
4.5 ,"Cafe,American,International,Diner,Vegetarian Friendly,Vegan Options,Gluten Free Options",Nickel & Diner,$$ - $$$,"#1,900 of 10,387 Restaurants in New York City",88
4 ,"American,Cafe,Vegetarian Friendly",Cafe Metro,$,"#1,901 of 10,387 Restaurants in New York City",82
3.5 ,"Italian,Seafood,Mediterranean,Vegetarian Friendly,Gluten Free Options",Esca,$$$$,"#1,902 of 10,387 Restaurants in New York City",842
4 ,"Austrian,European,Central European,German,Gluten Free Options",Wallse,$$$$,"#1,903 of 10,387 Restaurants in New York City",170
4.5 ,"Japanese,Sushi,Asian",Hakata TonTon,$$ - $$$,"#1,904 of 10,387 Restaurants in New York City",74
4 ,"American,Diner,Vegetarian Friendly",The New Amity Restaurant,$$ - $$$,"#1,905 of 10,387 Restaurants in New York City",119
4.5 ,"Mexican,Latin,Vegetarian Friendly,Vegan Options,Gluten Free Options",Chavela's,$$ - $$$,"#46 of 5,330 Restaurants in Brooklyn",148
4.5 ,"Belgian,Street Food,Fast Food,European,Vegetarian Friendly",Wafels & Dinges,$,"#1,906 of 10,387 Restaurants in New York City",40
4 ,"Deli,Vegetarian Friendly,Vegan Options,Gluten Free Options",Dishes,$$ - $$$,"#1,907 of 10,387 Restaurants in New York City",97
4.5 ,"American,Cafe,Vegetarian Friendly,Vegan Options,Gluten Free Options",Indie Food & Wine,$$ - $$$,"#1,908 of 10,387 Restaurants in New York City",72
4.5 ,"Mediterranean,Turkish,Vegetarian Friendly,Vegan Options",Savann Restaurant,$$ - $$$,"#1,909 of 10,387 Restaurants in New York City",52
4 ,"American,Steakhouse,Bar,Gluten Free Options",Bob's Steak and Chop House,$$$$,"#1,910 of 10,387 Restaurants in New York City",106
4.5 ,"Latin,Venezuelan,Spanish,South American,Vegetarian Friendly,Vegan Options",Caracas Arepa Bar,$$ - $$$,"#143 of 5,330 Restaurants in Brooklyn",64
4 ,"American,Contemporary,Fusion,Bar,Vegetarian Friendly,Vegan Options",Essex Restaurant,$$ - $$$,"#1,911 of 10,387 Restaurants in New York City",114
4 ,"American,Vegetarian Friendly,Gluten Free Options",Ichabod's,$$ - $$$,"#1,912 of 10,387 Restaurants in New York City",83
4 ,"Italian,Pizza,Vegetarian Friendly",Serafina Fabulous Pizza,$$ - $$$,"#1,913 of 10,387 Restaurants in New York City",217
4 ,"Chinese,Asian,Vegetarian Friendly",Tang Pavilion,$$ - $$$,"#1,914 of 10,387 Restaurants in New York City",206
4.5 ,"Mexican,Latin,Spanish,South American,Vegetarian Friendly,Vegan Options",Tacombi - Flatiron,$$ - $$$,"#1,915 of 10,387 Restaurants in New York City",47
4.5 ,"Mexican,Vegetarian Friendly,Vegan Options",Blockheads Burritos,$,"#1,916 of 10,387 Restaurants in New York City",52
4 ,"American,Bar,Vegetarian Friendly,Gluten Free Options",Trump Tower Bar and Grill,$$ - $$$,"#1,917 of 10,387 Restaurants in New York City",412
4 ,"Italian,Pizza,Vegetarian Friendly",Uncle Mario's,$$ - $$$,"#1,918 of 10,387 Restaurants in New York City",392
4 ,"Japanese,Sushi,Asian,Vegetarian Friendly",Tsushima,$$ - $$$,"#1,919 of 10,387 Restaurants in New York City",99
4 ,"Chinese,Sushi,Asian,Japanese,Vegetarian Friendly,Vegan Options,Gluten Free Options",Lili's 57,$$ - $$$,"#1,920 of 10,387 Restaurants in New York City",185
4 ,"American,Bar",The Cannibal Beer & Butcher,$$ - $$$,"#1,921 of 10,387 Restaurants in New York City",140
4.5 ,"Indian,Vegetarian Friendly,Vegan Options",Saar Indian Bistro,$$ - $$$,"#1,922 of 10,387 Restaurants in New York City",36
4 ,"American,Steakhouse,Gluten Free Options",Bobby Van's Steakhouse & Grill,$$$$,"#1,923 of 10,387 Restaurants in New York City",270
4 ,"American,Cafe,Vegetarian Friendly,Vegan Options",Europa Cafe,$,"#1,924 of 10,387 Restaurants in New York City",135
4.5 ,"Peruvian,Latin,South American,Vegetarian Friendly",Pollo d'Oro,$$ - $$$,"#172 of 5,330 Restaurants in Brooklyn",49
4 ,"American,Diner",Burger Heaven,$$ - $$$,"#1,925 of 10,387 Restaurants in New York City",217
4.5 ,"Japanese,Sushi,Asian",Sasabune,$$$$,"#1,926 of 10,387 Restaurants in New York City",98
4 ,"Italian,Vegetarian Friendly",Luce Restaurant & Enoteca,$$ - $$$,"#1,927 of 10,387 Restaurants in New York City",133
4 ,"Indian,Vegetarian Friendly,Vegan Options",Karma Kafe - An Indian Bistro,$$ - $$$,#12 of 262 Restaurants in Hoboken,111
4 ,"Italian,Bar,Pizza,Pub,Vegetarian Friendly",Mulberry Street Bar,$$ - $$$,"#1,928 of 10,387 Restaurants in New York City",251
4.5 ,"Italian,Pizza",Justinos Pizzeria,$,"#1,929 of 10,387 Restaurants in New York City",58
4 ,"Italian,Vegetarian Friendly",Bella Vita Pizzeria & Trattoria,$$ - $$$,"#1,930 of 10,387 Restaurants in New York City",735
4 ,"Italian,Vegetarian Friendly",Restivo Ristorante,$$ - $$$,"#1,931 of 10,387 Restaurants in New York City",86
4 ,"American,Cafe",Europa Cafe,$,"#1,932 of 10,387 Restaurants in New York City",123
4 ,"Mexican,Latin,Spanish,Vegetarian Friendly",Ofrenda,$$ - $$$,"#1,933 of 10,387 Restaurants in New York City",106
4.5 ,"Italian,Pizza",La Bellezza,$,"#1,934 of 10,387 Restaurants in New York City",49
4 ,"Mexican,Latin,Vegetarian Friendly",La Palapa,$$ - $$$,"#1,935 of 10,387 Restaurants in New York City",147
4.5 ,Spanish,Las Ramblas,$$ - $$$,"#1,936 of 10,387 Restaurants in New York City",94
4 ,"Bar,Mediterranean,European,Spanish,Vegetarian Friendly,Gluten Free Options",Socarrat Paella Bar - Midtown East,$$ - $$$,"#1,937 of 10,387 Restaurants in New York City",156
4.5 ,"Japanese,Asian,Vegetarian Friendly",Zurutto Ramen and Gyoza Bar,$$ - $$$,"#1,938 of 10,387 Restaurants in New York City",43
4 ,"Asian,Vietnamese,Vegetarian Friendly,Vegan Options",Nam Son Vietnamese Restaurant,$,"#1,939 of 10,387 Restaurants in New York City",110
4 ,"Seafood,Peruvian,Latin,Soups,Vegetarian Friendly,Vegan Options",Riko Peruvian Cuisine,$$ - $$$,"#1,940 of 10,387 Restaurants in New York City",84
4 ,"American,Cafe,Vegetarian Friendly",Broadway Deli and Cafe,$,"#1,941 of 10,387 Restaurants in New York City",95
4.5 ,"Mediterranean,Turkish,Middle Eastern,Vegetarian Friendly,Vegan Options",Agora Turkish Restaurant,$$ - $$$,"#1,942 of 10,387 Restaurants in New York City",53
4 ,"Japanese,Sushi,Asian",Soto,$$$$,"#1,943 of 10,387 Restaurants in New York City",147
4.5 ,French,St Tropez West Village,$$ - $$$,"#1,944 of 10,387 Restaurants in New York City",34
4 ,"Japanese,Sushi,Asian,Vegetarian Friendly,Gluten Free Options",Amber Upper West,$$ - $$$,"#1,945 of 10,387 Restaurants in New York City",90
4 ,"American,Diner,Vegetarian Friendly",Burger Heaven Kitchen & Bar,$,"#1,946 of 10,387 Restaurants in New York City",182
4 ,"American,Vegetarian Friendly,Gluten Free Options",Flat Top,$$ - $$$,"#1,947 of 10,387 Restaurants in New York City",75
4 ,"Mediterranean,Vegetarian Friendly,Vegan Options,Gluten Free Options",Amali,$$ - $$$,"#1,948 of 10,387 Restaurants in New York City",179
4 ,"Mediterranean,Greek,Vegetarian Friendly,Vegan Options,Gluten Free Options",Ousia,$$ - $$$,"#1,949 of 10,387 Restaurants in New York City",74
4.5 ,Mexican,The Black Ant,$$ - $$$,"#1,950 of 10,387 Restaurants in New York City",79
4 ,"American,Fast Food,Vegetarian Friendly,Vegan Options,Gluten Free Options",Green Apple Gourmet,$,"#1,951 of 10,387 Restaurants in New York City",104
4.5 ,"Asian,Vietnamese,Vegetarian Friendly,Vegan Options",Madame Vo,$$ - $$$,"#1,952 of 10,387 Restaurants in New York City",45
5 ,"Polish,European,Eastern European,Vegetarian Friendly,Vegan Options",Baba's Pierogies,$$ - $$$,"#125 of 5,330 Restaurants in Brooklyn",41
4.5 ,,Gin Parlour - Intercontinental New York,,"#1,953 of 10,387 Restaurants in New York City",72
4.5 ,"American,Bar,Pub,Vegetarian Friendly",The Horny Ram,$$ - $$$,"#1,954 of 10,387 Restaurants in New York City",38
4.5 ,"Peruvian,Latin",Pio Pio 3,$$ - $$$,"#1,955 of 10,387 Restaurants in New York City",90
4 ,"Italian,Vegetarian Friendly",Piccolo Angolo,$$ - $$$,"#1,956 of 10,387 Restaurants in New York City",160
4 ,"Asian,Vietnamese,Vegetarian Friendly,Vegan Options",thai son,$,"#1,957 of 10,387 Restaurants in New York City",160
4 ,"American,Bar,Pub",Cafe Wha,$$ - $$$,"#1,958 of 10,387 Restaurants in New York City",170
4.5 ,"Chinese,Asian,Vegetarian Friendly",Lan Zhou Handmade Noodle,$,"#1,959 of 10,387 Restaurants in New York City",76
4 ,"Italian,Vegetarian Friendly,Gluten Free Options",Porsena,$$ - $$$,"#1,960 of 10,387 Restaurants in New York City",99
4.5 ,"Indian,Vegetarian Friendly,Vegan Options",Mint Masala,$$ - $$$,"#1,961 of 10,387 Restaurants in New York City",61
4 ,"American,Cafe,Diner,Vegetarian Friendly",Gramercy Cafe,$,"#1,962 of 10,387 Restaurants in New York City",100
4.5 ,"Indian,Vegan Options,Vegetarian Friendly,Gluten Free Options",Aaheli,$$ - $$$,"#1,963 of 10,387 Restaurants in New York City",86
4.5 ,American,Cheeky Sandwiches,$,"#1,964 of 10,387 Restaurants in New York City",44
3.5 ,"Italian,Vegetarian Friendly,Vegan Options",Bar Pitti,$$ - $$$,"#1,965 of 10,387 Restaurants in New York City",622
4 ,"Cafe,American,Vegetarian Friendly",Cafe Metro,$,"#1,966 of 10,387 Restaurants in New York City",105
4.5 ,,Lantern's Keep,,"#1,967 of 10,387 Restaurants in New York City",81
4 ,"American,Cafe,Pizza,Vegetarian Friendly",The Bread Factory Cafe,$,"#1,968 of 10,387 Restaurants in New York City",95
4.5 ,"Italian,Cafe,Vegetarian Friendly",Sfilatino Italian Gourmet,$,"#1,969 of 10,387 Restaurants in New York City",60
4 ,"American,Bar,Pub",Punch,$$ - $$$,"#1,970 of 10,387 Restaurants in New York City",85
4.5 ,"Indian,Vegetarian Friendly,Vegan Options",Aahar Indian Cuisine,$$ - $$$,"#1,971 of 10,387 Restaurants in New York City",44
4.5 ,"American,International",Ducks Eatery,$$ - $$$,"#1,972 of 10,387 Restaurants in New York City",81
4 ,"Mexican,Fast Food",Chipotle Mexican Grill,$,"#1,973 of 10,387 Restaurants in New York City",163
4 ,"American,Vegetarian Friendly,Vegan Options",Charlie Palmer at The Knick,$$$$,"#1,974 of 10,387 Restaurants in New York City",191
4 ,"Caribbean,Latin,Spanish,Vegetarian Friendly",El Malecon Restaurant,$$ - $$$,"#1,975 of 10,387 Restaurants in New York City",91
4 ,"Italian,Mediterranean,European,Contemporary,Vegetarian Friendly,Vegan Options,Gluten Free Options",Leuca,$$ - $$$,"#136 of 5,330 Restaurants in Brooklyn",121
4.5 ,"Italian,Mediterranean,Contemporary,Vegetarian Friendly",Caffe Dei Fiori,$$$$,"#1,976 of 10,387 Restaurants in New York City",55
4 ,"French,Vegetarian Friendly",La Defense,$$ - $$$,"#178 of 5,330 Restaurants in Brooklyn",90
4 ,"Israeli,Italian,Vegetarian Friendly",Giovanni Venti Cinque Restaurant,$$$$,"#1,977 of 10,387 Restaurants in New York City",141
4 ,"Indian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Sapphire Indian Cuisine,$$ - $$$,"#1,978 of 10,387 Restaurants in New York City",215
4 ,"Italian,Vegetarian Friendly",Cipriani Dolci,$$ - $$$,"#1,979 of 10,387 Restaurants in New York City",164
4.5 ,"Asian,Korean,Contemporary",Oiji,$$ - $$$,"#1,980 of 10,387 Restaurants in New York City",54
3.5 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Rock Center Cafe,$$ - $$$,"#1,981 of 10,387 Restaurants in New York City","1,257"
5 ,"Indian,Vegetarian Friendly,Vegan Options",Divya's Kitchen,$$ - $$$,"#1,982 of 10,387 Restaurants in New York City",25
4 ,"Asian,Thai,Vegetarian Friendly",Spice,$$ - $$$,"#1,983 of 10,387 Restaurants in New York City",140
4 ,"African,Ethiopian,Vegetarian Friendly,Vegan Options",Queen of Sheba,$$ - $$$,"#1,984 of 10,387 Restaurants in New York City",194
4.5 ,"Italian,Vegetarian Friendly",Don Angie,$$ - $$$,"#1,985 of 10,387 Restaurants in New York City",36
4 ,"Chinese,Asian,Vegetarian Friendly",Deluxe Green Bo Restaurant,$,"#1,986 of 10,387 Restaurants in New York City",209
4.5 ,"Hawaiian,Vegetarian Friendly,Gluten Free Options",Noreetuh,$$ - $$$,"#1,987 of 10,387 Restaurants in New York City",55
4 ,"American,Bar",Terrace @ YOTEL New York,$$ - $$$,"#1,988 of 10,387 Restaurants in New York City",121
4.5 ,"Irish,Bar,Pub",The Long Hall Pub & Grocery,$$ - $$$,"#1,989 of 10,387 Restaurants in New York City",63
4.5 ,"American,Bar,British,Pub,Irish,Gluten Free Options,Vegetarian Friendly",The Milton,$$ - $$$,"#1,990 of 10,387 Restaurants in New York City",67
4 ,"Caribbean,Latin,Fast Food,Cuban,Vegetarian Friendly",Sophie's Cuban Cuisine,$,"#1,991 of 10,387 Restaurants in New York City",89
4 ,"American,Bar,Fast Food",Soho Park,$,"#1,992 of 10,387 Restaurants in New York City",259
4.5 ,"Mediterranean,Spanish,Wine Bar,Vegetarian Friendly",Pil Pil Spanish Tapas Wine Bar,$$ - $$$,"#1,993 of 10,387 Restaurants in New York City",51
4 ,"Japanese,Sushi,Asian,Vegetarian Friendly",Haru Sushi,$$ - $$$,"#1,994 of 10,387 Restaurants in New York City",91
4.5 ,"Thai,Asian,Vegetarian Friendly,Vegan Options",Thai72,$$ - $$$,"#1,995 of 10,387 Restaurants in New York City",31
4 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Friend of a Farmer,$$ - $$$,"#184 of 5,330 Restaurants in Brooklyn",90
4.5 ,"Mediterranean,Wine Bar,Lebanese,Middle Eastern,Vegetarian Friendly,Vegan Options",Shuka,$$ - $$$,"#1,996 of 10,387 Restaurants in New York City",55
4 ,"Mexican,Cuban,Latin,Spanish,Vegetarian Friendly",Habana Outpost,$,"#156 of 5,330 Restaurants in Brooklyn",77
4 ,American,Whitmans Restaurant,$$ - $$$,"#1,997 of 10,387 Restaurants in New York City",89
4.5 ,"Argentinean,South American",Estancia 460,$$ - $$$,"#1,998 of 10,387 Restaurants in New York City",52
4 ,"American,Cafe,Vegetarian Friendly,Gluten Free Options,Vegan Options",Russ & Daughters Cafe,$$ - $$$,"#1,999 of 10,387 Restaurants in New York City",92
4 ,"Mexican,Latin,Vegetarian Friendly,Vegan Options",Cilantro,$$ - $$$,"#2,000 of 10,387 Restaurants in New York City",92
4.5 ,"American,Vegetarian Friendly",Sutton Inn,$$$$,"#2,001 of 10,387 Restaurants in New York City",84
4.5 ,"Asian,Thai,Vegetarian Friendly,Vegan Options",Senn Thai Comfort Food,$$ - $$$,"#2,002 of 10,387 Restaurants in New York City",46
4 ,"American,Irish,Bar,Pub",St Patrick's Bar and Grill,$$ - $$$,"#2,003 of 10,387 Restaurants in New York City",144
4.5 ,"German,Bar,European,Central European",Paulaner,$$ - $$$,"#2,004 of 10,387 Restaurants in New York City",86
4 ,"Japanese,Sushi,Asian,Vegetarian Friendly",Tenzan,$$ - $$$,"#2,005 of 10,387 Restaurants in New York City",133
4.5 ,"Wine Bar,Spanish,Vegetarian Friendly",Ardesia Wine Bar,$$ - $$$,"#2,006 of 10,387 Restaurants in New York City",48
4 ,"Bar,Spanish,Mediterranean,Pub,Vegetarian Friendly",Boqueria Tapas Bar,$$ - $$$,"#2,007 of 10,387 Restaurants in New York City",95
4 ,"American,Bar",Mr Purple at the Hotel Indigo,$$ - $$$,"#2,008 of 10,387 Restaurants in New York City",184
4.5 ,"American,Contemporary,Vegetarian Friendly,Gluten Free Options",Upholstery Store,$$ - $$$,"#2,009 of 10,387 Restaurants in New York City",54
4 ,"French,Vegetarian Friendly",La Carafe,$$ - $$$,"#2,010 of 10,387 Restaurants in New York City",148
4.5 ,"American,Vegetarian Friendly",Duane Park,$$$$,"#2,011 of 10,387 Restaurants in New York City",121
4 ,"American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Inside Park,$$ - $$$,"#2,012 of 10,387 Restaurants in New York City",224
4 ,"American,Diner,Vegetarian Friendly",Three Guys Restaurant,$$ - $$$,"#2,013 of 10,387 Restaurants in New York City",229
4.5 ,"Mediterranean,Vegetarian Friendly,Vegan Options,Kosher",Azuri Cafe,$,"#2,014 of 10,387 Restaurants in New York City",77
4 ,"Italian,Vegetarian Friendly,Gluten Free Options",Bottino,$$ - $$$,"#2,015 of 10,387 Restaurants in New York City",144
4.5 ,"Middle Eastern,Israeli,Mediterranean,Vegetarian Friendly,Vegan Options",Kubeh,$$ - $$$,"#2,016 of 10,387 Restaurants in New York City",35
4 ,"Irish,Bar,Pub",Muldoon's Irish Bar & Restaurant,$$ - $$$,"#2,017 of 10,387 Restaurants in New York City",144
5 ,"Italian,Pizza,Mediterranean,Vegetarian Friendly,Vegan Options",Mandolino,$$ - $$$,"#2,018 of 10,387 Restaurants in New York City",30
4.5 ,"Italian,Pizza,Fast Food,Vegetarian Friendly",99 Cent Express Pizza,$,"#2,019 of 10,387 Restaurants in New York City",82
4 ,"Mediterranean,Turkish,Seafood,Grill,Vegetarian Friendly,Halal,Gluten Free Options",Seven Hills Mediterranean Grill,$$ - $$$,"#2,020 of 10,387 Restaurants in New York City",99
4.5 ,"Chinese,Asian,Soups,Vegetarian Friendly,Vegan Options",Tasty Hand-Pulled Noodles II,$,"#2,021 of 10,387 Restaurants in New York City",44
4.5 ,"Japanese,Sushi,Asian,Vegetarian Friendly",Tataki Japanese Restaurant,$$ - $$$,"#2,022 of 10,387 Restaurants in New York City",66
4 ,"American,Vegetarian Friendly,Gluten Free Options",The Writing Room,$$ - $$$,"#2,023 of 10,387 Restaurants in New York City",135
4.5 ,"Japanese,Sushi,Asian,Vegetarian Friendly",Komegashi Too,$$ - $$$,#23 of 649 Restaurants in Jersey City,84
3.5 ,"Italian,American,Vegetarian Friendly,Vegan Options,Gluten Free Options",Cucina & Co.,$$ - $$$,"#2,024 of 10,387 Restaurants in New York City",283
4 ,"Japanese,Asian",Yakitori Taisho,$$ - $$$,"#2,025 of 10,387 Restaurants in New York City",159
3.5 ,"Italian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Il Forno,$$ - $$$,"#2,026 of 10,387 Restaurants in New York City",527
4 ,"American,Bar,Vegetarian Friendly,Gluten Free Options",The Ellington,$$ - $$$,"#2,027 of 10,387 Restaurants in New York City",74
4.5 ,"American,Bar,Fusion",Genuine Roadside,$,"#2,028 of 10,387 Restaurants in New York City",73
4 ,"Spanish,Vegan Options,Gluten Free Options,Vegetarian Friendly",Amada,$$ - $$$,"#2,029 of 10,387 Restaurants in New York City",89
4 ,"Chinese,Asian,Vegetarian Friendly,Vegan Options,Gluten Free Options",Mr. Chow - 57th,$$$$,"#2,030 of 10,387 Restaurants in New York City",300
4 ,"Latin,Mexican,Spanish,Vegetarian Friendly",Oficina Latina,$$ - $$$,"#2,031 of 10,387 Restaurants in New York City",111
4 ,"American,Irish,Bar,Pub,Gluten Free Options",Jack Demsey's,$$ - $$$,"#2,032 of 10,387 Restaurants in New York City",161
4 ,"American,Fast Food,Vegetarian Friendly",Hot & Crusty,$,"#2,033 of 10,387 Restaurants in New York City",58
4.5 ,"Bar,European,Eastern European,Pub,Hungarian,Vegetarian Friendly",Korzo,$$ - $$$,"#2,034 of 10,387 Restaurants in New York City",59
4 ,Italian,Bacaro,$$ - $$$,"#2,035 of 10,387 Restaurants in New York City",92
4.5 ,"Mexican,Latin,Bar,Vegetarian Friendly,Vegan Options",Vida Verde,$$ - $$$,"#2,036 of 10,387 Restaurants in New York City",58
4 ,"French,European,Vegetarian Friendly,Vegan Options,Gluten Free Options",Cognac East,$$ - $$$,"#2,037 of 10,387 Restaurants in New York City",108
4.5 ,Wine Bar,Flute Midtown,$$ - $$$,"#2,038 of 10,387 Restaurants in New York City",88
4 ,"American,Bar,Pub",Baker Street,$$ - $$$,"#2,039 of 10,387 Restaurants in New York City",80
4 ,American,The Park Room at The Helmsley Park Lane Hotel,$$ - $$$,"#2,040 of 10,387 Restaurants in New York City",196
4 ,"Japanese,Sushi,Asian,Vegetarian Friendly",Ageha Sushi,$$ - $$$,"#2,041 of 10,387 Restaurants in New York City",81
4.5 ,,Chefs Table at Brooklyn Fare,,"#2,042 of 10,387 Restaurants in New York City",63
4.5 ,"American,Cafe,International,Vegetarian Friendly,Vegan Options",Guy & Gallard,$,"#2,043 of 10,387 Restaurants in New York City",87
4.5 ,"Italian,Pizza,Vegetarian Friendly,Vegan Options,Gluten Free Options",Saraghina,$$ - $$$,"#27 of 5,330 Restaurants in Brooklyn",255
4.5 ,"American,Bar,Pub",Stags Head,$$ - $$$,"#2,044 of 10,387 Restaurants in New York City",65
4 ,"Bar,British,Pub",Jones' Wood Foundry,$$ - $$$,"#2,045 of 10,387 Restaurants in New York City",100
4.5 ,"American,Steakhouse",Wolfgang's Steakhouse,$$$$,"#2,046 of 10,387 Restaurants in New York City",50
4 ,"Indian,British,Vegetarian Friendly,Vegan Options,Gluten Free Options",Brick Lane Curry House,$$ - $$$,"#2,047 of 10,387 Restaurants in New York City",213
4 ,"Italian,Pizza,Vegetarian Friendly,Gluten Free Options,Vegan Options",ROSSOPOMODORO West Village,$$ - $$$,"#2,048 of 10,387 Restaurants in New York City",81
4 ,"Italian,Pizza,Vegetarian Friendly",Francesco,$,"#2,049 of 10,387 Restaurants in New York City",71
4 ,"Fast Food,Vegetarian Friendly",Num Pang Sandwich Shop,$,"#2,050 of 10,387 Restaurants in New York City",71
4 ,"Italian,European,Vegetarian Friendly,Gluten Free Options",Cafe Altro Paradiso,$$ - $$$,"#2,051 of 10,387 Restaurants in New York City",76
4 ,"Mexican,Latin,Vegetarian Friendly",El Mitote,$$ - $$$,"#2,052 of 10,387 Restaurants in New York City",86
3.5 ,"Chinese,Asian,Vegetarian Friendly",Golden Unicorn Restaurant,$$ - $$$,"#2,053 of 10,387 Restaurants in New York City",491
4 ,"American,Cafe,Vegetarian Friendly",Cafe Amrita,$,"#2,054 of 10,387 Restaurants in New York City",70
4 ,"Mediterranean,Turkish,Middle Eastern,Vegetarian Friendly",Uskudar,$$ - $$$,"#2,055 of 10,387 Restaurants in New York City",85
4 ,"Mediterranean,Vegetarian Friendly,Vegan Options",Lokal Mediterranean kitchen,$$ - $$$,"#2,056 of 10,387 Restaurants in New York City",57
4 ,"American,Bar,Pub,International",Latitude Bar & Grill,$$ - $$$,"#2,057 of 10,387 Restaurants in New York City",137
4 ,"Asian,Korean,Vegetarian Friendly",The Kunjip,$$ - $$$,"#2,058 of 10,387 Restaurants in New York City",327
4 ,"Japanese,Sushi,Asian,Vegetarian Friendly,Gluten Free Options",Bar Masa,$$$$,"#2,059 of 10,387 Restaurants in New York City",88
4.5 ,"Chinese,Asian,Vegetarian Friendly",Hwa Yuan,$$ - $$$,"#2,060 of 10,387 Restaurants in New York City",41
4 ,"Japanese,Asian,Vegetarian Friendly,Vegan Options",Kajitsu,$$$$,"#2,061 of 10,387 Restaurants in New York City",132
4 ,"American,Diner,Greek",New Apollo Diner,$,"#193 of 5,330 Restaurants in Brooklyn",107
4 ,"Italian,Vegetarian Friendly",Porto-bello Restaurant,$$ - $$$,"#2,062 of 10,387 Restaurants in New York City",89
4.5 ,"Chinese,Asian,Vegetarian Friendly",Wok 88,$,"#2,063 of 10,387 Restaurants in New York City",55
4 ,"Italian,European,Vegetarian Friendly,Gluten Free Options",Cibo e Vino,$$ - $$$,"#2,064 of 10,387 Restaurants in New York City",120
4.5 ,"Indian,Vegetarian Friendly,Vegan Options",Mughlai Indian Cuisine,$$ - $$$,"#2,065 of 10,387 Restaurants in New York City",37
4 ,"American,Bar,Pub",Rogue,$$ - $$$,"#2,066 of 10,387 Restaurants in New York City",84
